run;lowBeta;highBeta;attention;velocity;currentLife;timestamp(s)
6;9191;9391;75;8,380009;3;9,659828
6;4498;2781;53;9,520035;3;10,60945
6;9327;10554;53;6,520023;3;11,60954
6;9120;11470;53;3,370014;3;12,65856
6;11222;21796;69;2,95;3;13,59104
6;26423;6800;77;4,219999;3;14,60717
6;7775;8519;87;5,419998;3;15,60655
6;3920;9478;83;8,370008;3;16,58955
6;13042;15048;100;14,47003;3;18,62186
6;9329;16983;100;17,37002;3;19,58789
6;2535;6828;97;20,05;3;20,58742
6;17210;21888;91;20,05;3;21,58674
6;14134;21660;90;20,05;3;22,58682
6;10711;4890;81;20,05;3;23,58568
6;18374;28801;93;20,05;3;24,58539
6;4704;10942;100;20,05;3;25,53446
6;3071;2430;93;20,05;3;26,5506
6;36898;28144;87;20,05;3;27,55007
6;7908;4522;51;20,05;3;28,54999
6;10547;3836;40;17,05005;3;29,53282
6;11609;11297;41;14,05005;3;30,53169
6;6518;6838;51;0;2;31,51465
6;6398;3178;56;2,95;2;32,49756
6;2704;2972;35;2,95;2;33,5135
6;9156;8887;27;2,95;2;34,46304
6;5007;14840;43;2,95;2;35,46249
6;5305;12191;75;2,95;2;36,46188
6;2809;12049;100;4,179999;2;37,4447
6;2257;11028;100;7,18001;2;38,44405
6;2347;7531;100;10,23002;2;39,46031
6;8771;6137;96;13,18003;2;40,44322
6;8006;5080;66;0;1;41,42582
6;12710;6863;60;3,759999;1;42,42541
6;3049;11071;53;2,95;1;43,42542
6;2934;7860;67;2,95;1;44,42416
6;4233;1807;69;4,239999;1;45,45709
6;4271;18809;77;5,419998;1;46,43978
6;16636;14271;60;6,599997;1;47,4226
6;7325;2791;43;3,749987;1;48,38869
6;4059;7151;64;2,95;1;49,42139
6;2166;5630;66;4,179999;1;50,40418
6;13624;3575;63;5,419998;1;51,43707
6;13757;14420;81;6,579997;1;52,4032
6;4029;5647;83;0,05;0;53,38594
6;2234;12062;88;0,05;0;54,41874
